"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"SMAD3"	1.13223593030252e-248	0.345589237717324	0.33	0.123	2.62565512237153e-244	"NORMAL.Luminal_2"	"SMAD3"
"OPN3"	1.14245106303405e-241	0.333245059502796	0.363	0.145	2.64934401517596e-237	"NORMAL.Luminal_2"	"OPN3"
"ODF2L"	3.29063652694445e-241	0.409350100618144	0.444	0.213	7.63098610598418e-237	"NORMAL.Luminal_2"	"ODF2L"
"KLHL5"	8.99159455758378e-240	0.283611241847118	0.282	0.096	2.08515077790368e-235	"NORMAL.Luminal_2"	"KLHL5"
"FNBP1"	1.23184613825689e-233	0.367254465951194	0.358	0.149	2.85665119461772e-229	"NORMAL.Luminal_2"	"FNBP1"
"XIST"	8.04030093538715e-231	0.437795487121418	0.746	0.53	1.86454578691628e-226	"NORMAL.Luminal_2"	"XIST"
"AIM1"	4.9095317543869e-228	0.314182521132073	0.325	0.126	1.13852041384232e-223	"NORMAL.Luminal_2"	"AIM1"
"TOM1L2"	5.585957086198e-228	0.279003557175363	0.258	0.084	1.29538344828932e-223	"NORMAL.Luminal_2"	"TOM1L2"
"AMN1"	1.92754949836505e-220	0.293813249197452	0.253	0.084	4.46998728670854e-216	"NORMAL.Luminal_2"	"AMN1"
"ADAM9"	2.96061999876911e-220	0.416661256599253	0.598	0.367	6.86567777714557e-216	"NORMAL.Luminal_2"	"ADAM9"
"CFB1"	9.36018333760024e-220	0.902699795615138	0.373	0.165	2.1706265159895e-215	"NORMAL.Luminal_2"	"CFB"
"ANO6"	1.50439430473466e-218	0.33169118012531	0.368	0.158	3.48869039267968e-214	"NORMAL.Luminal_2"	"ANO6"
"SAMD4A"	1.21540874966663e-212	0.30228189481512	0.297	0.112	2.81853289047692e-208	"NORMAL.Luminal_2"	"SAMD4A"
"GNG5"	1.37476362766305e-209	0.374281263332059	0.892	0.774	3.18807685255062e-205	"NORMAL.Luminal_2"	"GNG5"
"MTRNR2L11"	1.54995272609915e-208	0.37575889022943	0.358	0.154	3.59434037182393e-204	"NORMAL.Luminal_2"	"MTRNR2L1"
"FAM213A"	6.79735984862527e-208	0.339751374960344	0.406	0.191	1.5763077488962e-203	"NORMAL.Luminal_2"	"FAM213A"
"C19orf33"	1.71491095409205e-206	0.348546746342163	0.28	0.103	3.97687850253947e-202	"NORMAL.Luminal_2"	"C19orf33"
"SH3BGRL"	2.89153734551907e-201	0.432442908076487	0.424	0.216	6.70547510425873e-197	"NORMAL.Luminal_2"	"SH3BGRL"
"CTNND1"	1.7319793758567e-199	0.353916536709753	0.43	0.22	4.01646017261168e-195	"NORMAL.Luminal_2"	"CTNND1"
"SMIM22"	7.09514071610603e-198	0.346636837370406	0.451	0.229	1.64536313206499e-193	"NORMAL.Luminal_2"	"SMIM22"
"ZFAS11"	2.16110168583269e-194	0.406851264896703	0.944	0.885	5.011594809446e-190	"NORMAL.Luminal_2"	"ZFAS1"
"SHROOM3"	3.04154437744262e-192	0.301276381621342	0.3	0.123	7.05334141128943e-188	"NORMAL.Luminal_2"	"SHROOM3"
"CX3CL11"	5.9442338725468e-189	0.406261349918062	0.375	0.178	1.3784678350436e-184	"NORMAL.Luminal_2"	"CX3CL1"
"OAZ1"	2.57400526665977e-188	0.316037904167065	0.984	0.961	5.969118213384e-184	"NORMAL.Luminal_2"	"OAZ1"
"SVIP"	8.51240549118136e-187	0.329078582273542	0.425	0.217	1.97402683340496e-182	"NORMAL.Luminal_2"	"SVIP"
"PVRL4"	6.84617099204541e-186	0.316242857271905	0.401	0.195	1.58762705305533e-181	"NORMAL.Luminal_2"	"PVRL4"
"STARD10"	7.12025695166198e-185	0.342485639391911	0.444	0.24	1.65118758709041e-180	"NORMAL.Luminal_2"	"STARD10"
"CLMN"	9.78134143245627e-185	0.374138502440866	0.442	0.235	2.26829307818661e-180	"NORMAL.Luminal_2"	"CLMN"
"ISG15"	8.5023278277144e-180	0.318888269684219	0.265	0.103	1.97168982324697e-175	"NORMAL.Luminal_2"	"ISG15"
"TNC"	1.77480627934142e-179	0.417370768346458	0.39	0.186	4.11577576179275e-175	"NORMAL.Luminal_2"	"TNC"
"SPINT2"	2.16853237167375e-179	0.34084056083962	0.944	0.902	5.02882656991143e-175	"NORMAL.Luminal_2"	"SPINT2"
"PVRL2"	7.21023437007963e-179	0.391411115350427	0.611	0.414	1.67205335042147e-174	"NORMAL.Luminal_2"	"PVRL2"
"P2RX4"	1.45832604074946e-178	0.250603533334969	0.275	0.108	3.381858088498e-174	"NORMAL.Luminal_2"	"P2RX4"
"ZMYND8"	4.69667750769125e-178	0.296757262858828	0.271	0.107	1.0891595140336e-173	"NORMAL.Luminal_2"	"ZMYND8"
"MT-ND1"	7.42945018896029e-177	0.349450590054865	0.993	0.979	1.72288949881989e-172	"NORMAL.Luminal_2"	"MT-ND1"
"H1F01"	2.80678315277573e-176	0.451326134569835	0.779	0.608	6.50893013128693e-172	"NORMAL.Luminal_2"	"H1F0"
"SELM1"	3.84552851619699e-176	0.325035693444224	0.916	0.73	8.91778062906083e-172	"NORMAL.Luminal_2"	"SELM"
"OCIAD2"	1.6384762123616e-174	0.388078759391285	0.694	0.513	3.79962633646656e-170	"NORMAL.Luminal_2"	"OCIAD2"
"ELL2"	4.72208771604371e-173	0.360467808449511	0.408	0.212	1.09505214135054e-168	"NORMAL.Luminal_2"	"ELL2"
"MTURN"	4.93633277536292e-173	0.260169014209418	0.278	0.113	1.14473557060666e-168	"NORMAL.Luminal_2"	"MTURN"
"ERBB3"	6.27316338619673e-173	0.300509649127243	0.372	0.181	1.45474658925902e-168	"NORMAL.Luminal_2"	"ERBB3"
"BNIP3L"	1.554645751643e-172	0.417396035182461	0.658	0.454	3.60522349806012e-168	"NORMAL.Luminal_2"	"BNIP3L"
"ELOVL5"	1.05824567588408e-171	0.336554925348308	0.408	0.211	2.45407172237519e-167	"NORMAL.Luminal_2"	"ELOVL5"
"TBC1D9"	3.81015371765459e-170	0.279597668518588	0.3	0.127	8.835746471241e-166	"NORMAL.Luminal_2"	"TBC1D9"
"CSGALNACT2"	1.24506458589789e-169	0.268460960619646	0.254	0.098	2.88730477469721e-165	"NORMAL.Luminal_2"	"CSGALNACT2"
"TMEM106B"	4.30843338669751e-169	0.357352269778602	0.432	0.238	9.99125702375153e-165	"NORMAL.Luminal_2"	"TMEM106B"
"FAM107B"	5.38879412544426e-167	0.280879797602839	0.318	0.143	1.24966135769052e-162	"NORMAL.Luminal_2"	"FAM107B"
"BZW1"	7.07216447298715e-165	0.442981920418737	0.775	0.612	1.64003494128572e-160	"NORMAL.Luminal_2"	"BZW1"
"ANKRD12"	6.74372683482857e-164	0.397461799266146	0.688	0.502	1.56387025299674e-159	"NORMAL.Luminal_2"	"ANKRD12"
"ADAM10"	7.10082465589721e-164	0.265828177557666	0.306	0.136	1.64668123770256e-159	"NORMAL.Luminal_2"	"ADAM10"
"KLF61"	7.65028426411956e-160	0.554684196447105	0.76	0.618	1.77410092084933e-155	"NORMAL.Luminal_2"	"KLF6"
"MAPK8"	1.81287447465335e-159	0.320505301395713	0.309	0.139	4.20405590672112e-155	"NORMAL.Luminal_2"	"MAPK8"
"POGZ"	7.33004378536766e-159	0.275598768523798	0.289	0.126	1.69983715382676e-154	"NORMAL.Luminal_2"	"POGZ"
"NTN4"	4.32704186041131e-157	0.260094142287591	0.319	0.143	1.00344100742938e-152	"NORMAL.Luminal_2"	"NTN4"
"C4orf48"	1.21118379427691e-156	0.324536958721272	0.414	0.224	2.80873521892816e-152	"NORMAL.Luminal_2"	"C4orf48"
"TRIO"	1.35350823976126e-153	0.261038668817885	0.328	0.154	3.13878560800636e-149	"NORMAL.Luminal_2"	"TRIO"
"COX6B1"	2.70119250177309e-153	0.293190313403899	0.905	0.797	6.26406541161179e-149	"NORMAL.Luminal_2"	"COX6B1"
"CTTN"	3.15127230632217e-153	0.363404431372569	0.584	0.393	7.3078004783611e-149	"NORMAL.Luminal_2"	"CTTN"
"C6orf1"	1.15726924057352e-151	0.309408013127958	0.402	0.22	2.68370736888999e-147	"NORMAL.Luminal_2"	"C6orf1"
"PTP4A2"	1.62497316759031e-150	0.337883499151565	0.818	0.695	3.76831277564193e-146	"NORMAL.Luminal_2"	"PTP4A2"
"FARP1"	3.12863021680309e-150	0.288121821549853	0.32	0.154	7.25529347276635e-146	"NORMAL.Luminal_2"	"FARP1"
"ZNF83"	3.41097016229843e-150	0.287082973410748	0.309	0.143	7.91003980637006e-146	"NORMAL.Luminal_2"	"ZNF83"
"MAST4"	1.02427021017715e-149	0.299956623056731	0.447	0.248	2.37528261740081e-145	"NORMAL.Luminal_2"	"MAST4"
"STOM"	1.02668959068412e-149	0.423896325232216	0.532	0.346	2.38089316079649e-145	"NORMAL.Luminal_2"	"STOM"
"MAFK"	1.28373742516422e-148	0.256061895313365	0.253	0.105	2.97698708895584e-144	"NORMAL.Luminal_2"	"MAFK"
"RBCK1"	2.02714426292859e-148	0.357766391595043	0.496	0.314	4.70094754573139e-144	"NORMAL.Luminal_2"	"RBCK1"
"EMP2"	2.46059367842996e-147	0.306016554957298	0.443	0.25	5.70611674027908e-143	"NORMAL.Luminal_2"	"EMP2"
"C4orf3"	2.52071800493052e-147	0.48540529425147	0.705	0.571	5.84554505343389e-143	"NORMAL.Luminal_2"	"C4orf3"
"RPS27L"	9.89093569969139e-147	0.444504843418422	0.789	0.652	2.29370798875843e-142	"NORMAL.Luminal_2"	"RPS27L"
"TSPAN3"	2.80505153414345e-146	0.289991170699558	0.404	0.221	6.50491450767866e-142	"NORMAL.Luminal_2"	"TSPAN3"
"MYO5B"	9.33797550463404e-146	0.273088930358542	0.326	0.159	2.16547651952463e-141	"NORMAL.Luminal_2"	"MYO5B"
"HIST1H2BD"	2.51105950367502e-145	0.341515334953736	0.347	0.178	5.82314698902237e-141	"NORMAL.Luminal_2"	"HIST1H2BD"
"MEAF6"	8.84072379391766e-144	0.32353613323875	0.682	0.511	2.05016384780951e-139	"NORMAL.Luminal_2"	"MEAF6"
"TMCO3"	1.45753129312967e-140	0.297369227818627	0.403	0.224	3.38001506876771e-136	"NORMAL.Luminal_2"	"TMCO3"
"HERC4"	3.39935689108949e-139	0.27929128972724	0.319	0.156	7.88310863043653e-135	"NORMAL.Luminal_2"	"HERC4"
"DRAM1"	6.39049259490233e-139	0.258317429637468	0.346	0.174	1.48195523275785e-134	"NORMAL.Luminal_2"	"DRAM1"
"CAMTA1"	3.10430015949001e-138	0.312753622186008	0.751	0.61	7.19887206985734e-134	"NORMAL.Luminal_2"	"CAMTA1"
"BBC31"	3.84638491926709e-137	0.362935418256236	0.447	0.267	8.91976662778038e-133	"NORMAL.Luminal_2"	"BBC3"
"RSRP1"	2.18868865860517e-136	0.394340808966656	0.518	0.341	5.0755689993054e-132	"NORMAL.Luminal_2"	"RSRP1"
"USMG5"	2.96333936295275e-136	0.330186725717023	0.87	0.773	6.87198398268743e-132	"NORMAL.Luminal_2"	"USMG5"
"IFNGR2"	2.4936473964846e-135	0.332546842610748	0.526	0.348	5.78276831244779e-131	"NORMAL.Luminal_2"	"IFNGR2"
"USP53"	4.6746721194983e-135	0.418469541949604	0.57	0.38	1.08405646451166e-130	"NORMAL.Luminal_2"	"USP53"
"SC5D"	4.35671795161373e-133	0.275287826019686	0.308	0.15	1.01032289297922e-128	"NORMAL.Luminal_2"	"SC5D"
"AKAP13"	7.49911155833915e-132	0.314564542662957	0.349	0.187	1.73904397037885e-127	"NORMAL.Luminal_2"	"AKAP13"
"WASL"	5.82827554759379e-130	0.277427088364838	0.399	0.225	1.351577099487e-125	"NORMAL.Luminal_2"	"WASL"
"ISG20"	6.85763834384e-129	0.278131538302425	0.519	0.318	1.5902863319365e-124	"NORMAL.Luminal_2"	"ISG20"
"HMOX11"	7.06500010574327e-129	0.421687647345244	0.683	0.474	1.63837352452186e-124	"NORMAL.Luminal_2"	"HMOX1"
"TNFAIP21"	1.35083097638437e-128	0.407604712387858	0.455	0.271	3.13257703423536e-124	"NORMAL.Luminal_2"	"TNFAIP2"
"LRRFIP1"	5.38887705980796e-128	0.326628327406519	0.765	0.619	1.24968059016946e-123	"NORMAL.Luminal_2"	"LRRFIP1"
"UBA6"	8.80119985409858e-127	0.304688928328871	0.381	0.216	2.04099824616546e-122	"NORMAL.Luminal_2"	"UBA6"
"IDS"	1.12640448756081e-126	0.281639495895237	0.381	0.213	2.61213200665351e-122	"NORMAL.Luminal_2"	"IDS"
"CD2AP"	1.67151591747804e-125	0.287627050826825	0.379	0.212	3.87624541263158e-121	"NORMAL.Luminal_2"	"CD2AP"
"CPE1"	7.59846805856121e-125	0.254209385611243	0.301	0.145	1.76208474278034e-120	"NORMAL.Luminal_2"	"CPE"
"SYNE2"	1.21754007408825e-123	0.291023393237227	0.4	0.233	2.82347543181065e-119	"NORMAL.Luminal_2"	"SYNE2"
"LINC00152"	4.10958975232929e-121	0.308143385848414	0.655	0.482	9.53013863565163e-117	"NORMAL.Luminal_2"	"LINC00152"
"LPP1"	1.08930572645177e-120	0.328179620365794	0.564	0.395	2.52609997964166e-116	"NORMAL.Luminal_2"	"LPP"
"TMOD3"	6.13731315453178e-120	0.283850114396313	0.467	0.296	1.42324292053592e-115	"NORMAL.Luminal_2"	"TMOD3"
"NEAT11"	1.14604831052249e-119	0.285846035180323	0.98	0.877	2.65768603210164e-115	"NORMAL.Luminal_2"	"NEAT1"
"NKTR"	4.32336184122851e-119	0.321022861027287	0.468	0.302	1.00258761098089e-114	"NORMAL.Luminal_2"	"NKTR"
"DAZAP2"	4.6600060348182e-119	0.286549583435289	0.641	0.489	1.08065539947434e-114	"NORMAL.Luminal_2"	"DAZAP2"
"P4HA1"	5.82118693078966e-119	0.305842469690321	0.351	0.19	1.34993324925012e-114	"NORMAL.Luminal_2"	"P4HA1"
"DDX17"	6.64021227537761e-118	0.303851361505588	0.628	0.469	1.53986522666007e-113	"NORMAL.Luminal_2"	"DDX17"
"MGEA5"	7.70978591603547e-118	0.301823221926493	0.434	0.268	1.78789935392862e-113	"NORMAL.Luminal_2"	"MGEA5"
"NFKBIA1"	6.97672240192929e-117	0.502895811314147	0.865	0.803	1.6179019250074e-112	"NORMAL.Luminal_2"	"NFKBIA"
"AFF4"	3.24895220507888e-116	0.288382714922251	0.436	0.27	7.53432016357792e-112	"NORMAL.Luminal_2"	"AFF4"
"KTN1"	1.29467057085381e-115	0.317796430868225	0.845	0.762	3.00234105380999e-111	"NORMAL.Luminal_2"	"KTN1"
"ANXA6"	2.04219471563947e-115	0.255251021522952	0.406	0.238	4.73584954556793e-111	"NORMAL.Luminal_2"	"ANXA6"
"STMN1"	5.77220187111973e-115	0.308599899457114	0.512	0.333	1.33857361391267e-110	"NORMAL.Luminal_2"	"STMN1"
"DUSP4"	7.58929623481772e-115	0.37827807855723	0.518	0.351	1.75995779685423e-110	"NORMAL.Luminal_2"	"DUSP4"
"ADM1"	2.98834658743584e-114	0.494523595482601	0.545	0.356	6.92997573626372e-110	"NORMAL.Luminal_2"	"ADM"
"APLP2"	3.19541460585954e-114	0.282974416974974	0.608	0.439	7.41016647098827e-110	"NORMAL.Luminal_2"	"APLP2"
"FLNB"	8.41164985198794e-114	0.26927852709498	0.37	0.212	1.950661600676e-109	"NORMAL.Luminal_2"	"FLNB"
"NINJ1"	3.08069970300789e-113	0.270164170316938	0.387	0.225	7.14414261127529e-109	"NORMAL.Luminal_2"	"NINJ1"
"ERRFI11"	8.82907501634448e-112	0.490722060232818	0.623	0.468	2.04746249629029e-107	"NORMAL.Luminal_2"	"ERRFI1"
"TNIP1"	1.50840320797832e-111	0.307448200331516	0.612	0.456	3.49798703930173e-107	"NORMAL.Luminal_2"	"TNIP1"
"MTRNR2L121"	1.5422674415725e-111	0.266666166782229	0.308	0.163	3.57651819700662e-107	"NORMAL.Luminal_2"	"MTRNR2L12"
"S100A10"	1.02901393558267e-109	0.352302249133585	0.95	0.927	2.38628331661621e-105	"NORMAL.Luminal_2"	"S100A10"
"INTS6"	2.06794422292114e-109	0.305797701131376	0.289	0.151	4.79556265295413e-105	"NORMAL.Luminal_2"	"INTS6"
"ATP5E"	3.32004635088248e-109	0.25661779522137	0.944	0.895	7.69918748769647e-105	"NORMAL.Luminal_2"	"ATP5E"
"PTP4A1"	4.71758391407902e-109	0.414905703223428	0.622	0.485	1.09400770967492e-104	"NORMAL.Luminal_2"	"PTP4A1"
"VEGFA1"	1.28036754314518e-108	0.338337854253884	0.471	0.3	2.96917233255367e-104	"NORMAL.Luminal_2"	"VEGFA"
"MIEN1"	1.07594687965454e-107	0.28274911029517	0.64	0.491	2.49512081391888e-103	"NORMAL.Luminal_2"	"MIEN1"
"ZKSCAN1"	2.25376816754434e-107	0.266385070103346	0.386	0.231	5.22648838053533e-103	"NORMAL.Luminal_2"	"ZKSCAN1"
"CHP1"	6.56405383878235e-107	0.291716735567398	0.407	0.253	1.52220408521363e-102	"NORMAL.Luminal_2"	"CHP1"
"CHMP5"	8.89134667931072e-107	0.281430019057505	0.691	0.563	2.06190329493215e-102	"NORMAL.Luminal_2"	"CHMP5"
"ENAH"	8.23705329603103e-106	0.288933510636245	0.442	0.284	1.9101726593496e-101	"NORMAL.Luminal_2"	"ENAH"
"VEZT"	2.83475476353117e-104	0.257217190846181	0.354	0.205	6.57379629662879e-100	"NORMAL.Luminal_2"	"VEZT"
"EIF4EBP1"	2.41784753880824e-103	0.322340267886852	0.788	0.707	5.6069884424963e-99	"NORMAL.Luminal_2"	"EIF4EBP1"
"PLAT"	1.87974214690608e-102	0.304268401104773	0.263	0.129	4.35912203867521e-98	"NORMAL.Luminal_2"	"PLAT"
"CD47"	4.80049738121562e-102	0.344605299981044	0.705	0.562	1.1132353427039e-97	"NORMAL.Luminal_2"	"CD47"
"NPEPPS"	4.58550020399627e-101	0.264885419844558	0.385	0.236	1.06337749730673e-96	"NORMAL.Luminal_2"	"NPEPPS"
"DYNLRB1"	1.79061652420453e-100	0.275685265221494	0.756	0.661	4.15243971963031e-96	"NORMAL.Luminal_2"	"DYNLRB1"
"PSENEN"	1.1329199844657e-99	0.252361586851951	0.547	0.387	2.62724144397595e-95	"NORMAL.Luminal_2"	"PSENEN"
"H2AFZ"	9.70926667368926e-99	0.350052625996312	0.892	0.838	2.25157894162854e-94	"NORMAL.Luminal_2"	"H2AFZ"
"SERPINA11"	1.75146754175316e-98	0.799741302790693	0.3	0.164	4.06165322932559e-94	"NORMAL.Luminal_2"	"SERPINA1"
"ZNF292"	1.93497411675257e-98	0.281516067913684	0.433	0.279	4.48720497674922e-94	"NORMAL.Luminal_2"	"ZNF292"
"TC2N"	6.90882419226444e-98	0.283761673614665	0.386	0.236	1.60215633018612e-93	"NORMAL.Luminal_2"	"TC2N"
"FOSL21"	6.88081747693106e-96	0.264413034381175	0.425	0.27	1.59566157290031e-91	"NORMAL.Luminal_2"	"FOSL2"
"SH3BGRL3"	7.67004182811941e-95	0.279576746168219	0.891	0.82	1.77868269994089e-90	"NORMAL.Luminal_2"	"SH3BGRL3"
"PRR13"	1.97253616423656e-94	0.268024525463868	0.657	0.53	4.57431136486458e-90	"NORMAL.Luminal_2"	"PRR13"
"GTF2I"	5.22877309743363e-94	0.266597049589668	0.523	0.374	1.21255248129486e-89	"NORMAL.Luminal_2"	"GTF2I"
"ZC3H12A1"	2.71831662770398e-93	0.342479224802314	0.424	0.275	6.30377625964553e-89	"NORMAL.Luminal_2"	"ZC3H12A"
"NAMPT"	9.1165327473246e-92	0.314283774401797	0.712	0.589	2.11412394410457e-87	"NORMAL.Luminal_2"	"NAMPT"
"KRT10"	1.54931902934918e-88	0.260449225605297	0.758	0.645	3.59287082906076e-84	"NORMAL.Luminal_2"	"KRT10"
"COX7B"	4.00309009889391e-88	0.26852918394448	0.839	0.734	9.28316593933498e-84	"NORMAL.Luminal_2"	"COX7B"
"BAG1"	1.39014719392366e-87	0.282441164752211	0.683	0.572	3.22375134270897e-83	"NORMAL.Luminal_2"	"BAG1"
"IL6ST"	1.86127633744237e-86	0.293506965334927	0.385	0.247	4.31629982652886e-82	"NORMAL.Luminal_2"	"IL6ST"
"UBE2H"	4.09363436554302e-86	0.251975192564149	0.535	0.389	9.49313809369426e-82	"NORMAL.Luminal_2"	"UBE2H"
"WEE1"	9.7152695449962e-86	0.266249074998574	0.35	0.212	2.25297100748462e-81	"NORMAL.Luminal_2"	"WEE1"
"ATF31"	3.66983710777409e-82	0.4553515617903	0.459	0.31	8.51035225292811e-78	"NORMAL.Luminal_2"	"ATF3"
"IFITM2"	3.7943419099e-82	0.297493862449522	0.512	0.365	8.79907888905811e-78	"NORMAL.Luminal_2"	"IFITM2"
"N4BP2L2"	9.69440556754724e-82	0.263956196731115	0.665	0.539	2.24813265111421e-77	"NORMAL.Luminal_2"	"N4BP2L2"
"GNB1"	1.52184337003533e-81	0.255802170554844	0.501	0.369	3.52915477511194e-77	"NORMAL.Luminal_2"	"GNB1"
"MAP1LC3B"	1.99383202648993e-81	0.26342841926263	0.728	0.618	4.62369646943015e-77	"NORMAL.Luminal_2"	"MAP1LC3B"
"TPD52"	3.34144015788263e-81	0.250988247302321	0.541	0.407	7.74879972612983e-77	"NORMAL.Luminal_2"	"TPD52"
"RASD1"	1.70100092324201e-80	0.387211755557133	0.312	0.185	3.94462114099821e-76	"NORMAL.Luminal_2"	"RASD1"
"ZFAND5"	2.68380700124636e-80	0.293871529864611	0.61	0.494	6.22374843589031e-76	"NORMAL.Luminal_2"	"ZFAND5"
"DDAH2"	1.35941119563391e-79	0.251533942926691	0.534	0.4	3.15247456267503e-75	"NORMAL.Luminal_2"	"DDAH2"
"PDLIM51"	7.27487678197703e-77	0.272602125274014	0.545	0.405	1.68704392574047e-72	"NORMAL.Luminal_2"	"PDLIM5"
"CLK1"	1.94456167827202e-76	0.263681482921066	0.476	0.337	4.50943853191281e-72	"NORMAL.Luminal_2"	"CLK1"
"S100A4"	3.73300650615747e-75	0.314050692204464	0.306	0.184	8.65684208777917e-71	"NORMAL.Luminal_2"	"S100A4"
"GCC2"	8.55786414638898e-74	0.264208831108598	0.488	0.364	1.98456869554761e-69	"NORMAL.Luminal_2"	"GCC2"
"TMEM30A"	2.04006927798169e-72	0.286248952385706	0.496	0.37	4.73092065563954e-68	"NORMAL.Luminal_2"	"TMEM30A"
"OGFRL11"	4.50499002134445e-69	0.280029688659332	0.447	0.324	1.04470718594978e-64	"NORMAL.Luminal_2"	"OGFRL1"
"RP1-313I6.12"	6.14649874111968e-68	0.281835685983554	0.31	0.192	1.42537305806565e-63	"NORMAL.Luminal_2"	"RP1-313I6.12"
"ISCU"	7.92908153558966e-67	0.252554071452033	0.657	0.562	1.83875400810324e-62	"NORMAL.Luminal_2"	"ISCU"
"FAM46A"	1.77448141175499e-63	0.318324741359615	0.258	0.155	4.11502239385983e-59	"NORMAL.Luminal_2"	"FAM46A"
"ID2"	6.48615426662155e-60	0.4148629322696	0.337	0.226	1.50413917442954e-55	"NORMAL.Luminal_2"	"ID2"
"HSPH1"	1.92091234603225e-59	0.395952145203503	0.436	0.32	4.45459573044879e-55	"NORMAL.Luminal_2"	"HSPH1"
"EGLN3"	3.55539439105053e-57	0.266896005544404	0.265	0.161	8.24495959284619e-53	"NORMAL.Luminal_2"	"EGLN3"
"DEFB11"	8.95399855157642e-56	0.332092525573059	0.387	0.27	2.07643226411057e-51	"NORMAL.Luminal_2"	"DEFB1"
"CALM2"	1.86141990209772e-54	0.264007526609452	0.937	0.912	4.31663275296462e-50	"NORMAL.Luminal_2"	"CALM2"
"LGALS11"	1.87860380526644e-46	0.390374850800047	0.758	0.705	4.35648222441287e-42	"NORMAL.Luminal_2"	"LGALS1"
"EFNA1"	3.63550612776728e-43	0.412175250852118	0.554	0.487	8.43073871029231e-39	"NORMAL.Luminal_2"	"EFNA1"
"DDIT42"	3.24037312138872e-41	0.264658150950605	0.592	0.485	7.51442526850044e-37	"NORMAL.Luminal_2"	"DDIT4"
"PLAU1"	6.41932654122382e-39	0.291243094612585	0.323	0.23	1.4886418249098e-34	"NORMAL.Luminal_2"	"PLAU"
"PLK2"	2.48481523711997e-30	0.282008548073327	0.44	0.362	5.76228653488122e-26	"NORMAL.Luminal_2"	"PLK2"
"KCNMA11"	4.01579859706429e-28	0.263683433224134	0.261	0.185	9.3126369465921e-24	"NORMAL.Luminal_2"	"KCNMA1"
"HLA-B1"	3.10013032607416e-27	0.28884225870063	0.944	0.919	7.18920222616599e-23	"NORMAL.Luminal_2"	"HLA-B"
"HSPA1A1"	1.25460357475982e-06	0.46509624372787	0.462	0.459	0.0290942568986803	"NORMAL.Luminal_2"	"HSPA1A"
"HSPA1B1"	0.000156931228163655	0.307784230677312	0.332	0.319	1	"NORMAL.Luminal_2"	"HSPA1B"
"S100A2"	0	1.55411447363192	0.633	0.378	0	"BRCA.Basal"	"S100A2"
"MT1E1"	0	1.12509709064075	0.725	0.454	0	"BRCA.Basal"	"MT1E"
"SRM"	0	1.10606465398987	0.856	0.497	0	"BRCA.Basal"	"SRM"
"EBNA1BP2"	0	1.06368348295658	0.813	0.469	0	"BRCA.Basal"	"EBNA1BP2"
"MT2A1"	0	1.03301399463148	0.943	0.818	0	"BRCA.Basal"	"MT2A"
"EIF4A1"	0	1.02394614958537	0.95	0.814	0	"BRCA.Basal"	"EIF4A1"
"FST"	0	1.01466549762666	0.4	0.058	0	"BRCA.Basal"	"FST"
"GPATCH4"	0	1.00819096651371	0.683	0.27	0	"BRCA.Basal"	"GPATCH4"
"PNO1"	0	0.98898639347189	0.622	0.237	0	"BRCA.Basal"	"PNO1"
"TAGLN1"	0	0.954683198987348	0.718	0.401	0	"BRCA.Basal"	"TAGLN"
"PRMT1"	0	0.935775706714819	0.938	0.75	0	"BRCA.Basal"	"PRMT1"
"NME1"	0	0.925918404734409	0.875	0.609	0	"BRCA.Basal"	"NME1"
"RRP9"	0	0.919232697875738	0.583	0.186	0	"BRCA.Basal"	"RRP9"
"BRIX1"	0	0.911986623338292	0.679	0.33	0	"BRCA.Basal"	"BRIX1"
"TOMM40"	0	0.90811371648703	0.718	0.366	0	"BRCA.Basal"	"TOMM40"
"TNFRSF12A"	0	0.893798806096247	0.95	0.842	0	"BRCA.Basal"	"TNFRSF12A"
"NOP56"	0	0.884261116841114	0.709	0.358	0	"BRCA.Basal"	"NOP56"
"NPM1"	0	0.880696995205384	0.996	0.968	0	"BRCA.Basal"	"NPM1"
"NCL"	0	0.877800228745228	0.88	0.655	0	"BRCA.Basal"	"NCL"
"DDX18"	0	0.873886188089561	0.793	0.472	0	"BRCA.Basal"	"DDX18"
"PAK1IP1"	0	0.865559490470109	0.567	0.209	0	"BRCA.Basal"	"PAK1IP1"
"NOP16"	0	0.860474839252122	0.655	0.313	0	"BRCA.Basal"	"NOP16"
"RAN"	0	0.840294357512845	0.975	0.902	0	"BRCA.Basal"	"RAN"
"SNHG15"	0	0.839552104432032	0.686	0.406	0	"BRCA.Basal"	"SNHG15"
"NIFK"	0	0.834221291642748	0.696	0.393	0	"BRCA.Basal"	"NIFK"
"DKC1"	0	0.829996290982779	0.647	0.315	0	"BRCA.Basal"	"DKC1"
"PA2G4"	0	0.826857167621974	0.865	0.645	0	"BRCA.Basal"	"PA2G4"
"CAV11"	0	0.826654627874644	0.766	0.415	0	"BRCA.Basal"	"CAV1"
"MYC"	0	0.823840395742689	0.741	0.478	0	"BRCA.Basal"	"MYC"
"ODC1"	0	0.819127543754389	0.669	0.316	0	"BRCA.Basal"	"ODC1"
"DCAF13"	0	0.815661144873211	0.653	0.311	0	"BRCA.Basal"	"DCAF13"
"RRS1"	0	0.814952763489783	0.547	0.196	0	"BRCA.Basal"	"RRS1"
